row,col,day,population_id,piperacillin (ug/ml),measurement_type,measurement_value
6,8,1,6|8,200,OD,1.53183471206
6,9,1,6|9,200,OD,1.61801693338
6,10,1,6|10,200,OD,1.75250613531
6,11,1,6|11,200,OD,1.49449552016
7,0,1,7|0,1000,OD,-0.0
7,1,1,7|1,1000,OD,1.37434012317
7,2,1,7|2,1000,OD,1.48798085595
7,3,1,7|3,1000,OD,1.64605481321
7,4,1,7|4,1000,OD,1.42401998475
7,5,1,7|5,1000,OD,1.44722603825
7,6,1,7|6,1000,OD,1.39695086668
7,7,1,7|7,1000,OD,1.50321621183
7,8,1,7|8,1000,OD,1.54518827769
7,9,1,7|9,1000,OD,1.45360386629
7,10,1,7|10,1000,OD,1.61338344027
7,11,1,7|11,1000,OD,1.33790473647
0,0,1,0|0,0,RFP,0.2985
0,1,1,0|1,0,RFP,4.424
0,2,1,0|2,0,RFP,9.975
0,3,1,0|3,0,RFP,16.96
0,4,1,0|4,0,RFP,25.95
0,5,1,0|5,0,RFP,37.1
0,6,1,0|6,0,RFP,33.44
0,7,1,0|7,0,RFP,63.12
0,8,1,0|8,0,RFP,69.93
0,9,1,0|9,0,RFP,100.6
0,10,1,0|10,0,RFP,123.1
0,11,1,0|11,0,RFP,176.3
1,0,1,1|0,2,RFP,0.08674
1,1,1,1|1,2,RFP,16.04
1,2,1,1|2,2,RFP,7.843
1,3,1,1|3,2,RFP,14.26
1,4,1,1|4,2,RFP,24.45
1,5,1,1|5,2,RFP,30.38
1,6,1,1|6,2,RFP,44.21
1,7,1,1|7,2,RFP,50.92
1,8,1,1|8,2,RFP,63.01
1,9,1,1|9,2,RFP,92.76
1,10,1,1|10,2,RFP,118.3
1,11,1,1|11,2,RFP,156.9
2,0,1,2|0,5,RFP,0.2458
2,1,1,2|1,5,RFP,127.3
2,2,1,2|2,5,RFP,15.98
2,3,1,2|3,5,RFP,15.08
2,4,1,2|4,5,RFP,18.86
2,5,1,2|5,5,RFP,30.66
2,6,1,2|6,5,RFP,44.56
2,7,1,2|7,5,RFP,49.32
2,8,1,2|8,5,RFP,59.34
2,9,1,2|9,5,RFP,86.85
2,10,1,2|10,5,RFP,122.7
2,11,1,2|11,5,RFP,179.8
3,0,1,3|0,20,RFP,0.6533
3,1,1,3|1,20,RFP,139.1
3,2,1,3|2,20,RFP,136.5
3,3,1,3|3,20,RFP,30.18
3,4,1,3|4,20,RFP,21.17
3,5,1,3|5,20,RFP,26.22
3,6,1,3|6,20,RFP,41.42
3,7,1,3|7,20,RFP,51.92
3,8,1,3|8,20,RFP,73.75
3,9,1,3|9,20,RFP,90.87
3,10,1,3|10,20,RFP,112.8
3,11,1,3|11,20,RFP,163.3
4,0,1,4|0,50,RFP,0.7987
4,1,1,4|1,50,RFP,138.0
4,2,1,4|2,50,RFP,131.6
4,3,1,4|3,50,RFP,118.4
4,4,1,4|4,50,RFP,43.43
4,5,1,4|5,50,RFP,31.37
4,6,1,4|6,50,RFP,37.8
4,7,1,4|7,50,RFP,54.55
4,8,1,4|8,50,RFP,73.19
4,9,1,4|9,50,RFP,90.66
4,10,1,4|10,50,RFP,116.3
4,11,1,4|11,50,RFP,169.8
5,0,1,5|0,100,RFP,0.3192
5,1,1,5|1,100,RFP,128.0
5,2,1,5|2,100,RFP,149.3
5,3,1,5|3,100,RFP,140.4
5,4,1,5|4,100,RFP,141.7
5,5,1,5|5,100,RFP,114.4
5,6,1,5|6,100,RFP,47.92
5,7,1,5|7,100,RFP,52.76
5,8,1,5|8,100,RFP,68.26
5,9,1,5|9,100,RFP,86.77
5,10,1,5|10,100,RFP,118.4
5,11,1,5|11,100,RFP,166.8
6,0,1,6|0,200,RFP,0.04173
6,1,1,6|1,200,RFP,92.16
6,2,1,6|2,200,RFP,90.48
6,3,1,6|3,200,RFP,112.7
6,4,1,6|4,200,RFP,142.3
6,5,1,6|5,200,RFP,148.2
6,6,1,6|6,200,RFP,125.8
6,7,1,6|7,200,RFP,89.39
6,8,1,6|8,200,RFP,64.66
6,9,1,6|9,200,RFP,89.15
6,10,1,6|10,200,RFP,123.4
6,11,1,6|11,200,RFP,168.1
7,0,1,7|0,1000,RFP,0.4826
7,1,1,7|1,1000,RFP,14.82
7,2,1,7|2,1000,RFP,50.66
7,3,1,7|3,1000,RFP,69.22
7,4,1,7|4,1000,RFP,86.46
7,5,1,7|5,1000,RFP,96.57
7,6,1,7|6,1000,RFP,112.3
7,7,1,7|7,1000,RFP,123.6
7,8,1,7|8,1000,RFP,122.3
7,9,1,7|9,1000,RFP,115.8
7,10,1,7|10,1000,RFP,123.3
7,11,1,7|11,1000,RFP,156.2
0,0,1,0|0,0,YFP,33.69
0,1,1,0|1,0,YFP,33.02
0,2,1,0|2,0,YFP,33.75
0,3,1,0|3,0,YFP,33.51
0,4,1,0|4,0,YFP,31.97
0,5,1,0|5,0,YFP,29.99
0,6,1,0|6,0,YFP,25.05
0,7,1,0|7,0,YFP,27.21
0,8,1,0|8,0,YFP,22.59
0,9,1,0|9,0,YFP,17.05
0,10,1,0|10,0,YFP,11.12
0,11,1,0|11,0,YFP,1.898
1,0,1,1|0,2,YFP,4.483
1,1,1,1|1,2,YFP,38.15
1,2,1,1|2,2,YFP,32.21
1,3,1,1|3,2,YFP,30.75
1,4,1,1|4,2,YFP,33.13
1,5,1,1|5,2,YFP,30.44
1,6,1,1|6,2,YFP,30.51
1,7,1,1|7,2,YFP,25.58
1,8,1,1|8,2,YFP,22.67
1,9,1,1|9,2,YFP,17.34
1,10,1,1|10,2,YFP,11.14
1,11,1,1|11,2,YFP,1.335
2,0,1,2|0,5,YFP,4.109
2,1,1,2|1,5,YFP,4.65
2,2,1,2|2,5,YFP,31.9
2,3,1,2|3,5,YFP,33.99
2,4,1,2|4,5,YFP,31.79
2,5,1,2|5,5,YFP,32.16
2,6,1,2|6,5,YFP,28.39
2,7,1,2|7,5,YFP,28.28
2,8,1,2|8,5,YFP,22.76
2,9,1,2|9,5,YFP,18.55
2,10,1,2|10,5,YFP,11.33
2,11,1,2|11,5,YFP,1.616
3,0,1,3|0,20,YFP,4.685
3,1,1,3|1,20,YFP,3.319
3,2,1,3|2,20,YFP,5.096
3,3,1,3|3,20,YFP,29.66
3,4,1,3|4,20,YFP,31.23
3,5,1,3|5,20,YFP,33.49
3,6,1,3|6,20,YFP,29.8
3,7,1,3|7,20,YFP,25.44
3,8,1,3|8,20,YFP,23.78
3,9,1,3|9,20,YFP,17.96
3,10,1,3|10,20,YFP,11.32
3,11,1,3|11,20,YFP,1.407
4,0,1,4|0,50,YFP,3.53
4,1,1,4|1,50,YFP,3.04
4,2,1,4|2,50,YFP,3.877
4,3,1,4|3,50,YFP,6.757
4,4,1,4|4,50,YFP,28.38
4,5,1,4|5,50,YFP,29.58
4,6,1,4|6,50,YFP,28.72
4,7,1,4|7,50,YFP,27.09
4,8,1,4|8,50,YFP,23.61
4,9,1,4|9,50,YFP,20.16
4,10,1,4|10,50,YFP,11.88
4,11,1,4|11,50,YFP,1.588
5,0,1,5|0,100,YFP,3.383
5,1,1,5|1,100,YFP,3.156
5,2,1,5|2,100,YFP,3.073
5,3,1,5|3,100,YFP,3.549
5,4,1,5|4,100,YFP,4.789
5,5,1,5|5,100,YFP,12.45
5,6,1,5|6,100,YFP,25.82
5,7,1,5|7,100,YFP,24.42
5,8,1,5|8,100,YFP,25.68
5,9,1,5|9,100,YFP,18.12
5,10,1,5|10,100,YFP,10.82
5,11,1,5|11,100,YFP,1.242
6,0,1,6|0,200,YFP,3.39
6,1,1,6|1,200,YFP,14.15
6,2,1,6|2,200,YFP,10.64
6,3,1,6|3,200,YFP,8.913
6,4,1,6|4,200,YFP,6.092
6,5,1,6|5,200,YFP,4.774
6,6,1,6|6,200,YFP,7.219
6,7,1,6|7,200,YFP,16.09
6,8,1,6|8,200,YFP,22.08
6,9,1,6|9,200,YFP,16.66
6,10,1,6|10,200,YFP,12.54
6,11,1,6|11,200,YFP,1.515
7,0,1,7|0,1000,YFP,1.883
7,1,1,7|1,1000,YFP,31.41
7,2,1,7|2,1000,YFP,23.61
7,3,1,7|3,1000,YFP,22.39
7,4,1,7|4,1000,YFP,15.02
7,5,1,7|5,1000,YFP,10.72
7,6,1,7|6,1000,YFP,7.296
7,7,1,7|7,1000,YFP,4.467
7,8,1,7|8,1000,YFP,4.803
7,9,1,7|9,1000,YFP,4.442
7,10,1,7|10,1000,YFP,4.93
7,11,1,7|11,1000,YFP,1.612
0,0,1,0|0,0,fraction,0.000225733634312
0,1,1,0|1,0,fraction,0.020708697653
0,2,1,0|2,0,fraction,0.045329038196
0,3,1,0|3,0,fraction,0.0808057420699
0,4,1,0|4,0,fraction,0.118872291185
0,5,1,0|5,0,fraction,0.160357212192
0,6,1,0|6,0,fraction,0.208923375364
0,7,1,0|7,0,fraction,0.276054590571
0,8,1,0|8,0,fraction,0.339559208069
0,9,1,0|9,0,fraction,0.494426094137
0,10,1,0|10,0,fraction,0.658126837463
0,11,1,0|11,0,fraction,0.998185849627
1,0,1,1|0,2,fraction,0.0135135135135
1,1,1,1|1,2,fraction,0.0901298701299
1,2,1,1|2,2,fraction,0.034537968893
1,3,1,1|3,2,fraction,0.0783176214648
1,4,1,1|4,2,fraction,0.0973574408901
1,5,1,1|5,2,fraction,0.134776844896
1,6,1,1|6,2,fraction,0.212658738158
1,7,1,1|7,2,fraction,0.272586573805
1,8,1,1|8,2,fraction,0.320245163762
1,9,1,1|9,2,fraction,0.489509179468
1,10,1,1|10,2,fraction,0.666600039976
1,11,1,1|11,2,fraction,0.998380566802
2,0,1,2|0,5,fraction,0.0333333333333
2,1,1,2|1,5,fraction,0.887278106509
2,2,1,2|2,5,fraction,0.0785251899803
2,3,1,2|3,5,fraction,0.0750187546887
2,4,1,2|4,5,fraction,0.102238633741
2,5,1,2|5,5,fraction,0.135893011217
2,6,1,2|6,5,fraction,0.192791282481
2,7,1,2|7,5,fraction,0.240188679245
2,8,1,2|8,5,fraction,0.321069561721
2,9,1,2|9,5,fraction,0.454809367138
2,10,1,2|10,5,fraction,0.657826520439
2,11,1,2|11,5,fraction,0.998718770019
3,0,1,3|0,20,fraction,0.0243902439024
3,1,1,3|1,20,fraction,0.939864209505
3,2,1,3|2,20,fraction,0.845354330709
3,3,1,3|3,20,fraction,0.141823818135
3,4,1,3|4,20,fraction,0.0912264370491
3,5,1,3|5,20,fraction,0.112555066079
3,6,1,3|6,20,fraction,0.187443744374
3,7,1,3|7,20,fraction,0.269632319564
3,8,1,3|8,20,fraction,0.317204301075
3,9,1,3|9,20,fraction,0.454032957502
3,10,1,3|10,20,fraction,0.631379962193
3,11,1,3|11,20,fraction,0.998133457769
4,0,1,4|0,50,fraction,0.117647058824
4,1,1,4|1,50,fraction,0.981887511916
4,2,1,4|2,50,fraction,0.956078209124
4,3,1,4|3,50,fraction,0.795344077769
4,4,1,4|4,50,fraction,0.199285873689
4,5,1,4|5,50,fraction,0.144133822181
4,6,1,4|6,50,fraction,0.165127280919
4,7,1,4|7,50,fraction,0.242818764207
4,8,1,4|8,50,fraction,0.33943570967
4,9,1,4|9,50,fraction,0.475016223232
4,10,1,4|10,50,fraction,0.656449553001
4,11,1,4|11,50,fraction,0.999298573767
5,0,1,5|0,100,fraction,0.0
5,1,1,5|1,100,fraction,0.943685438187
5,2,1,5|2,100,fraction,0.981620405101
5,3,1,5|3,100,fraction,0.960129310345
5,4,1,5|4,100,fraction,0.891801280098
5,5,1,5|5,100,fraction,0.57455654102
5,6,1,5|6,100,fraction,0.228867799603
5,7,1,5|7,100,fraction,0.240825137923
5,8,1,5|8,100,fraction,0.3264781491
5,9,1,5|9,100,fraction,0.46010521701
5,10,1,5|10,100,fraction,0.667326172979
5,11,1,5|11,100,fraction,0.998847129352
6,0,1,6|0,200,fraction,0.0
6,1,1,6|1,200,fraction,0.621536523929
6,2,1,6|2,200,fraction,0.657924421884
6,3,1,6|3,200,fraction,0.734588106929
6,4,1,6|4,200,fraction,0.83039348711
6,5,1,6|5,200,fraction,0.884258096912
6,6,1,6|6,200,fraction,0.787807737397
6,7,1,6|7,200,fraction,0.447646103896
6,8,1,6|8,200,fraction,0.353133292509
6,9,1,6|9,200,fraction,0.45967110415
6,10,1,6|10,200,fraction,0.656041352574
6,11,1,6|11,200,fraction,0.999338624339
7,0,1,7|0,1000,fraction,0.0
7,1,1,7|1,1000,fraction,0.0912719531666
7,2,1,7|2,1000,fraction,0.410483484921
7,3,1,7|3,1000,fraction,0.478779208393
7,4,1,7|4,1000,fraction,0.612244897959
7,5,1,7|5,1000,fraction,0.744918472191
7,6,1,7|6,1000,fraction,0.854827343199
7,7,1,7|7,1000,fraction,0.940832395951
7,8,1,7|8,1000,fraction,0.890279329609
7,9,1,7|9,1000,fraction,0.896404109589
7,10,1,7|10,1000,fraction,0.899570815451
7,11,1,7|11,1000,fraction,0.997980251346
