ampicillin,culture_id,ODf,ODi,ff,fi,replicate,dilution
50.0,2,1.38869798615,0.0166260103167,0.91574767688,0.0831943960594,0,100.0
50.0,3,1.08640362069,0.0139488432381,0.687317506452,0.136097043386,0,100.0
50.0,4,1.36211813141,0.0157444308372,0.192022035303,0.190920772547,0,100.0
50.0,5,1.50759143247,0.015880968822,0.163324684973,0.23461782605,0,100.0
50.0,6,1.33590064795,0.0173270790066,0.171356030271,0.265633547252,0,100.0
50.0,7,1.4408692922,0.0158125786528,0.216621558057,0.324992403666,0,100.0
50.0,8,1.31399242455,0.0143242618509,0.234953412895,0.361009958505,0,100.0
50.0,9,1.38048037154,0.0170581391191,0.24918592955,0.400654211988,0,100.0
50.0,10,1.50978278127,0.0157444308372,0.312169802057,0.449678260779,0,100.0
50.0,11,1.34997332544,0.0154742291481,0.337597140158,0.47439638615,0,100.0
50.0,12,1.49449552016,0.0172288469659,0.399906187449,0.542667434497,0,100.0
50.0,13,1.3866402881,0.0167689770446,0.43210608688,0.591551139321,0,100.0
50.0,14,1.27867238298,0.0156539411218,0.470436930111,0.617810288473,0,100.0
50.0,15,1.44722603825,0.0172533579747,0.513866093868,0.678747495291,0,100.0
50.0,16,1.34191918995,0.0160876108434,0.559293172721,0.714067570837,0,100.0
50.0,17,1.4600029166,0.0153405387701,0.61383021003,0.747356992702,0,100.0
50.0,18,1.47501736377,0.0149667198842,0.663925075785,0.801165508552,0,100.0
50.0,19,1.31994268516,0.0154966015163,0.729547218414,0.823349592323,0,100.0
50.0,20,1.29821448814,0.0168648821057,0.797754944342,0.873590378321,0,100.0
50.0,21,1.36414974348,0.0159725357014,0.82956198072,0.920827761832,0,100.0
50.0,22,1.39281999927,0.0167450753253,0.918898133475,0.951761571322,0,100.0
50.0,23,1.66260103167,0.0162266161748,0.986329252522,0.994172302108,0,100.0
100.0,0,0.00801668629273,0.0143875503769,,-0.000378452263225,0,100.0
100.0,1,1.39488432381,0.0142401998475,0.979829222032,0.0473674563043,0,100.0
100.0,2,1.28841861256,0.0166260103167,0.973490301153,0.0831943960594,0,100.0
100.0,3,1.2689752987,0.0139488432381,0.971100989726,0.136097043386,0,100.0
100.0,4,1.27672905039,0.0157444308372,0.939308449083,0.190920772547,0,100.0
100.0,5,1.27478767961,0.015880968822,0.902947263507,0.23461782605,0,100.0
100.0,6,1.3159737998,0.0173270790066,0.829494515269,0.265633547252,0,100.0
100.0,7,1.36211813141,0.0158125786528,0.503579877066,0.324992403666,0,100.0
100.0,8,1.37229772275,0.0143242618509,0.391044539308,0.361009958505,0,100.0
100.0,9,1.41356364547,0.0170581391191,0.394589823872,0.400654211988,0,100.0
100.0,10,1.4600029166,0.0157444308372,0.44884334096,0.449678260779,0,100.0
100.0,11,1.60414981218,0.0154742291481,0.468328808518,0.47439638615,0,100.0
100.0,12,1.51637184987,0.0172288469659,0.419795882411,0.542667434497,0,100.0
100.0,13,1.40523931714,0.0167689770446,0.465626922579,0.591551139321,0,100.0
100.0,14,1.41773936116,0.0156539411218,0.514362273087,0.617810288473,0,100.0
100.0,15,1.2864654111,0.0172533579747,0.542284603502,0.678747495291,0,100.0
100.0,16,1.23446517016,0.0160876108434,0.582169614637,0.714067570837,0,100.0
100.0,17,1.41773936116,0.0153405387701,0.623547884116,0.747356992702,0,100.0
100.0,18,1.29821448814,0.0149667198842,0.669976321335,0.801165508552,0,100.0
100.0,19,1.27091080771,0.0154966015163,0.728305556174,0.823349592323,0,100.0
100.0,20,1.36008866335,0.0168648821057,0.787985251777,0.873590378321,0,100.0
100.0,21,1.37638469502,0.0159725357014,0.834355157662,0.920827761832,0,100.0
100.0,22,1.44722603825,0.0167450753253,0.914521822439,0.951761571322,0,100.0
100.0,23,1.48798085595,0.0162266161748,0.986458098979,0.994172302108,0,100.0
125.0,0,0.00801668629273,0.0143875503769,,-0.000378452263225,0,100.0
125.0,1,1.40316385308,0.0142401998475,0.98348471899,0.0473674563043,0,100.0
125.0,2,1.4600029166,0.0166260103167,0.978289982746,0.0831943960594,0,100.0
125.0,3,1.45360386629,0.0139488432381,0.973050225139,0.136097043386,0,100.0
125.0,4,1.42401998475,0.0157444308372,0.966193627817,0.190920772547,0,100.0
125.0,5,1.20430091399,0.015880968822,0.952335608985,0.23461782605,0,100.0
125.0,6,1.34795662699,0.0173270790066,0.917693692466,0.265633547252,0,100.0
125.0,7,1.12370894371,0.0158125786528,0.86702958444,0.324992403666,0,100.0
125.0,8,1.30017966537,0.0143242618509,0.681506262623,0.361009958505,0,100.0
125.0,9,1.35603614118,0.0170581391191,0.633012976533,0.400654211988,0,100.0
125.0,10,1.31795721859,0.0157444308372,0.627313047938,0.449678260779,0,100.0
125.0,11,1.51417298424,0.0154742291481,0.552402589621,0.47439638615,0,100.0
125.0,12,1.26704173576,0.0172288469659,0.48288094845,0.542667434497,0,100.0
125.0,13,1.30806051808,0.0167689770446,0.51666252015,0.591551139321,0,100.0
125.0,14,1.23256597906,0.0156539411218,0.517237990833,0.617810288473,0,100.0
125.0,15,1.47286525232,0.0172533579747,0.568517766394,0.678747495291,0,100.0
125.0,16,1.38048037154,0.0160876108434,0.598085122978,0.714067570837,0,100.0
125.0,17,1.27478767961,0.0153405387701,0.641408713629,0.747356992702,0,100.0
125.0,18,1.43453348922,0.0149667198842,0.6842592843,0.801165508552,0,100.0
125.0,19,1.33590064795,0.0154966015163,0.748177095348,0.823349592323,0,100.0
125.0,20,1.37843144293,0.0168648821057,0.803844611254,0.873590378321,0,100.0
125.0,21,1.18198421633,0.0159725357014,0.84631663013,0.920827761832,0,100.0
125.0,22,1.36414974348,0.0167450753253,0.923990470443,0.951761571322,0,100.0
125.0,23,1.34392956366,0.0162266161748,0.985675717743,0.994172302108,0,100.0
150.0,0,0.00701277100038,0.0143875503769,,-0.000378452263225,0,100.0
150.0,1,1.42192416361,0.0142401998475,0.979762580662,0.0473674563043,0,100.0
150.0,2,1.30214685286,0.0166260103167,0.97590898835,0.0831943960594,0,100.0
150.0,3,1.27672905039,0.0139488432381,0.975094164902,0.136097043386,0,100.0
150.0,4,1.35806133477,0.0157444308372,0.967562604942,0.190920772547,0,100.0
150.0,5,1.30608727508,0.015880968822,0.967064405436,0.23461782605,0,100.0
150.0,6,1.24017402307,0.0173270790066,0.966441343986,0.265633547252,0,100.0
150.0,7,1.26125268426,0.0158125786528,0.960782052572,0.324992403666,0,100.0
150.0,8,1.35603614118,0.0143242618509,0.923438947194,0.361009958505,0,100.0
150.0,9,1.33790473647,0.0170581391191,0.893626879589,0.400654211988,0,100.0
150.0,10,1.26511011496,0.0157444308372,0.881858623805,0.449678260779,0,100.0
150.0,11,1.21932390033,0.0154742291481,0.838814197561,0.47439638615,0,100.0
150.0,12,1.36414974348,0.0172288469659,0.616719295496,0.542667434497,0,100.0
150.0,13,1.36618350409,0.0167689770446,0.686966209125,0.591551139321,0,100.0
150.0,14,1.29625131706,0.0156539411218,0.644725004134,0.617810288473,0,100.0
150.0,15,1.40731702356,0.0172533579747,0.677608478683,0.678747495291,0,100.0
150.0,16,1.26704173576,0.0160876108434,0.671551705825,0.714067570837,0,100.0
150.0,17,1.35199214098,0.0153405387701,0.705924060643,0.747356992702,0,100.0
150.0,18,1.41356364547,0.0149667198842,0.743093640034,0.801165508552,0,100.0
150.0,19,1.33991091568,0.0154966015163,0.792486332336,0.823349592323,0,100.0
150.0,20,1.33790473647,0.0168648821057,0.827514322394,0.873590378321,0,100.0
150.0,21,1.39695086668,0.0159725357014,0.882388362111,0.920827761832,0,100.0
150.0,22,1.25932686659,0.0167450753253,0.934321048154,0.951761571322,0,100.0
150.0,23,1.44510478735,0.0162266161748,0.989634957698,0.994172302108,0,100.0
200.0,0,0.00600937951447,0.0143875503769,,-0.000378452263225,0,100.0
200.0,1,1.36821941779,0.0142401998475,0.971449558175,0.0473674563043,0,100.0
200.0,2,1.33991091568,0.0166260103167,0.976610671909,0.0831943960594,0,100.0
200.0,3,1.45573451806,0.0139488432381,0.980153022983,0.136097043386,0,100.0
200.0,4,1.24589987377,0.0157444308372,0.978844987152,0.190920772547,0,100.0
200.0,5,1.34392956366,0.015880968822,0.97177527082,0.23461782605,0,100.0
200.0,6,1.30608727508,0.0173270790066,0.979022927019,0.265633547252,0,100.0
200.0,7,1.33590064795,0.0158125786528,0.976834862012,0.324992403666,0,100.0
200.0,8,1.27867238298,0.0143242618509,0.975935360832,0.361009958505,0,100.0
200.0,9,1.20056343337,0.0170581391191,0.972408128588,0.400654211988,0,100.0
200.0,10,1.35806133477,0.0157444308372,0.972568924522,0.449678260779,0,100.0
200.0,11,1.28061768136,0.0154742291481,0.96815355645,0.47439638615,0,100.0
200.0,12,1.41147918285,0.0172288469659,0.90338173991,0.542667434497,0,100.0
200.0,13,1.35199214098,0.0167689770446,0.92035311909,0.591551139321,0,100.0
200.0,14,1.28451419142,0.0156539411218,0.906065082063,0.617810288473,0,100.0
200.0,15,1.05326365104,0.0172533579747,0.907921849317,0.678747495291,0,100.0
200.0,16,1.33389864576,0.0160876108434,0.901129907918,0.714067570837,0,100.0
200.0,17,1.28061768136,0.0153405387701,0.899701814128,0.747356992702,0,100.0
200.0,18,1.28256494951,0.0149667198842,0.864451192829,0.801165508552,0,100.0
200.0,19,1.39075788829,0.0154966015163,0.909220019325,0.823349592323,0,100.0
200.0,20,1.41565036993,0.0168648821057,0.920156699801,0.873590378321,0,100.0
200.0,21,1.2689752987,0.0159725357014,0.934260116136,0.920827761832,0,100.0
200.0,22,1.30017966537,0.0167450753253,0.975986810329,0.951761571322,0,100.0
200.0,23,1.32790511392,0.0162266161748,0.987304854253,0.994172302108,0,100.0
0.0,0,1.14173099026,0.0146428081022,0.00114831518835,-0.000616536372251,1,100.0
0.0,1,1.40523931714,0.0163432264486,0.0387173273012,0.0692278424038,1,100.0
0.0,2,1.44722603825,0.0147501736377,0.0802531958972,0.125855255527,1,100.0
0.0,3,1.44722603825,0.0142401998475,0.125968188972,0.198556639753,1,100.0
0.0,4,1.33790473647,0.0167689770446,0.148907345506,0.253705382672,1,100.0
0.0,5,1.47932882543,0.0143032118762,0.18649920807,0.322714483237,1,100.0
0.0,6,1.49667198842,0.0166497644173,0.229342527112,0.362866105724,1,100.0
0.0,7,1.30017966537,0.0139281999927,0.257400612018,0.390559000603,1,100.0
0.0,8,1.39901963266,0.0132790511392,0.28765229123,0.464631638595,1,100.0
0.0,9,1.36211813141,0.0134795662699,0.336368132561,0.499723578989,1,100.0
0.0,10,1.34594204121,0.0129429014803,0.376842225039,0.555756488841,1,100.0
0.0,11,1.26704173576,0.0160645406611,0.442865438708,0.606773802755,1,100.0
0.0,12,1.56313850674,0.012689752987,0.454700500951,0.630220047715,1,100.0
0.0,13,1.2864654111,0.0145786753308,0.492076857995,0.691046385802,1,100.0
0.0,14,1.44298587371,0.0142821849175,0.559313138349,0.713936131873,1,100.0
0.0,15,1.34191918995,0.015541424486,0.595021017394,0.767185343154,1,100.0
0.0,16,1.75499530776,0.0178511943011,0.654255674161,0.79771659422,1,100.0
0.0,17,1.26704173576,0.0153849990425,0.69919174038,0.822959445815,1,100.0
0.0,18,1.26318043243,0.0160414981218,0.733716336159,0.868081763699,1,100.0
0.0,19,1.27478767961,0.0146428081022,0.769631077676,0.876548325035,1,100.0
0.0,20,1.40939697717,0.0145360386629,0.835254028849,0.91072145222,1,100.0
0.0,21,1.2554810073,0.0148148818649,0.872050081805,0.93315534308,1,100.0
0.0,22,1.34997332544,0.0161801693338,0.931019373403,0.971173738977,1,100.0
0.0,23,1.33590064795,0.0114898736633,0.976783804492,0.994749090901,1,100.0
3.0,0,0.894032099765,0.0146428081022,,-0.000616536372251,1,100.0
3.0,1,1.37638469502,0.0163432264486,0.0390590284026,0.0692278424038,1,100.0
3.0,2,1.62498817306,0.0147501736377,0.0731565766005,0.125855255527,1,100.0
3.0,3,1.39075788829,0.0142401998475,0.114511480279,0.198556639753,1,100.0
3.0,4,1.38869798615,0.0167689770446,0.148287690117,0.253705382672,1,100.0
3.0,5,1.39281999927,0.0143032118762,0.181378035661,0.322714483237,1,100.0
3.0,6,1.46856824125,0.0166497644173,0.215073810025,0.362866105724,1,100.0
3.0,7,1.44298587371,0.0139281999927,0.270064792415,0.390559000603,1,100.0
3.0,8,1.37229772275,0.0132790511392,0.310892891613,0.464631638595,1,100.0
3.0,9,1.34594204121,0.0134795662699,0.353044667309,0.499723578989,1,100.0
3.0,10,1.20992078986,0.0129429014803,0.406933079226,0.555756488841,1,100.0
3.0,11,0.945658094788,0.0160645406611,0.38833773603,0.606773802755,1,100.0
3.0,12,1.55638752092,0.012689752987,0.460398427442,0.630220047715,1,100.0
3.0,13,1.36211813141,0.0145786753308,0.515599639142,0.691046385802,1,100.0
3.0,14,1.27478767961,0.0142821849175,0.5476135687,0.713936131873,1,100.0
3.0,15,1.1782898159,0.015541424486,0.596532510143,0.767185343154,1,100.0
3.0,16,1.15627122674,0.0178511943011,0.664902556904,0.79771659422,1,100.0
3.0,17,1.63432264486,0.0153849990425,0.708903523509,0.822959445815,1,100.0
3.0,18,1.50321621183,0.0160414981218,0.743141911123,0.868081763699,1,100.0
3.0,19,1.49014995947,0.0146428081022,0.784201585531,0.876548325035,1,100.0
3.0,20,1.56765236636,0.0145360386629,0.804226231409,0.91072145222,1,100.0
3.0,21,1.56088554384,0.0148148818649,0.895647792481,0.93315534308,1,100.0
3.0,22,1.37434012317,0.0161801693338,0.926962069674,0.971173738977,1,100.0
3.0,23,1.10585422326,0.0114898736633,0.986394162,0.994749090901,1,100.0
15.0,0,0.0140512086842,0.0146428081022,,-0.000616536372251,1,100.0
15.0,1,1.21555713704,0.0163432264486,0.188242644087,0.0692278424038,1,100.0
15.0,2,1.47932882543,0.0147501736377,0.0747416314892,0.125855255527,1,100.0
15.0,3,1.10407783488,0.0142401998475,0.120667075507,0.198556639753,1,100.0
15.0,4,1.33189872558,0.0167689770446,0.14709025877,0.253705382672,1,100.0
15.0,5,1.5518999942,0.0143032118762,0.183343867863,0.322714483237,1,100.0
15.0,6,1.34594204121,0.0166497644173,0.227240591036,0.362866105724,1,100.0
15.0,7,1.5518999942,0.0139281999927,0.256472919435,0.390559000603,1,100.0
15.0,8,1.23066866172,0.0132790511392,0.310301278088,0.464631638595,1,100.0
15.0,9,1.31994268516,0.0134795662699,0.346674796709,0.499723578989,1,100.0
15.0,10,1.40316385308,0.0129429014803,0.369018188202,0.555756488841,1,100.0
15.0,11,1.34594204121,0.0160645406611,0.407447193458,0.606773802755,1,100.0
15.0,12,1.67212032764,0.012689752987,0.463841595785,0.630220047715,1,100.0
15.0,13,1.2728482667,0.0145786753308,0.514083614069,0.691046385802,1,100.0
15.0,14,1.27478767961,0.0142821849175,0.557688627921,0.713936131873,1,100.0
15.0,15,1.34795662699,0.015541424486,0.582322815336,0.767185343154,1,100.0
15.0,16,1.39695086668,0.0178511943011,0.653775933039,0.79771659422,1,100.0
15.0,17,1.39695086668,0.0153849990425,0.694968437825,0.822959445815,1,100.0
15.0,18,1.30608727508,0.0160414981218,0.72674082843,0.868081763699,1,100.0
15.0,19,1.37434012317,0.0146428081022,0.782685672363,0.876548325035,1,100.0
15.0,20,1.44722603825,0.0145360386629,0.837381380801,0.91072145222,1,100.0
15.0,21,1.36008866335,0.0148148818649,0.872838629766,0.93315534308,1,100.0
15.0,22,1.28841861256,0.0161801693338,0.933733147956,0.971173738977,1,100.0
15.0,23,1.48364997495,0.0114898736633,0.987225924305,0.994749090901,1,100.0
50.0,0,0.00801668629273,0.0146428081022,,-0.000616536372251,1,100.0
50.0,1,1.28841861256,0.0163432264486,0.931093241606,0.0692278424038,1,100.0
50.0,2,1.28256494951,0.0147501736377,0.714830587858,0.125855255527,1,100.0
50.0,3,1.30806051808,0.0142401998475,0.165317545323,0.198556639753,1,100.0
50.0,4,1.23446517016,0.0167689770446,0.169377252771,0.253705382672,1,100.0
50.0,5,1.4664233309,0.0143032118762,0.185123532904,0.322714483237,1,100.0
50.0,6,1.39901963266,0.0166497644173,0.217074542663,0.362866105724,1,100.0
50.0,7,1.39695086668,0.0139281999927,0.244313963759,0.390559000603,1,100.0
50.0,8,1.37025748915,0.0132790511392,0.31131846606,0.464631638595,1,100.0
50.0,9,1.57444308372,0.0134795662699,0.345408227351,0.499723578989,1,100.0
50.0,10,1.25932686659,0.0129429014803,0.376205759557,0.555756488841,1,100.0
50.0,11,1.44298587371,0.0160645406611,0.426862100762,0.606773802755,1,100.0
50.0,12,1.54295623423,0.012689752987,0.471698813564,0.630220047715,1,100.0
50.0,13,1.47286525232,0.0145786753308,0.520510653094,0.691046385802,1,100.0
50.0,14,1.3159737998,0.0142821849175,0.564942046499,0.713936131873,1,100.0
50.0,15,1.29233097698,0.015541424486,0.590606197698,0.767185343154,1,100.0
50.0,16,1.35199214098,0.0178511943011,0.663232707932,0.79771659422,1,100.0
50.0,17,1.33991091568,0.0153849990425,0.691871881956,0.822959445815,1,100.0
50.0,18,1.26704173576,0.0160414981218,0.725444477601,0.868081763699,1,100.0
50.0,19,1.24589987377,0.0146428081022,0.781639588965,0.876548325035,1,100.0
50.0,20,1.30608727508,0.0145360386629,0.837722571099,0.91072145222,1,100.0
50.0,21,1.33991091568,0.0148148818649,0.87692436188,0.93315534308,1,100.0
50.0,22,1.36414974348,0.0161801693338,0.937939591549,0.971173738977,1,100.0
50.0,23,1.63666335953,0.0114898736633,0.980388707187,0.994749090901,1,100.0
100.0,0,1.65076779511,0.0146428081022,,-0.000616536372251,1,100.0
100.0,1,1.3159737998,0.0163432264486,0.9664482618,0.0692278424038,1,100.0
100.0,2,1.25932686659,0.0147501736377,0.956866527377,0.125855255527,1,100.0
100.0,3,1.33389864576,0.0142401998475,0.856576535724,0.198556639753,1,100.0
100.0,4,1.26704173576,0.0167689770446,0.62769013661,0.253705382672,1,100.0
100.0,5,1.27478767961,0.0143032118762,0.337933901775,0.322714483237,1,100.0
100.0,6,1.39901963266,0.0166497644173,0.315966502536,0.362866105724,1,100.0
100.0,7,1.32591141383,0.0139281999927,0.29787600338,0.390559000603,1,100.0
100.0,8,1.38458478945,0.0132790511392,0.332557528604,0.464631638595,1,100.0
100.0,9,1.35199214098,0.0134795662699,0.335268253201,0.499723578989,1,100.0
100.0,10,1.25740297555,0.0129429014803,0.426541961546,0.555756488841,1,100.0
100.0,11,1.36211813141,0.0160645406611,0.435421026867,0.606773802755,1,100.0
100.0,12,1.4600029166,0.012689752987,0.502866082674,0.630220047715,1,100.0
100.0,13,1.55638752092,0.0145786753308,0.513859378479,0.691046385802,1,100.0
100.0,14,1.43453348922,0.0142821849175,0.582068604244,0.713936131873,1,100.0
100.0,15,1.33189872558,0.015541424486,0.619504238589,0.767185343154,1,100.0
100.0,16,1.31994268516,0.0178511943011,0.661977807855,0.79771659422,1,100.0
100.0,17,1.37434012317,0.0153849990425,0.716561535488,0.822959445815,1,100.0
100.0,18,1.37638469502,0.0160414981218,0.751879784564,0.868081763699,1,100.0
100.0,19,1.45573451806,0.0146428081022,0.795865196041,0.876548325035,1,100.0
100.0,20,1.40731702356,0.0145360386629,0.839674896141,0.91072145222,1,100.0
100.0,21,1.39488432381,0.0148148818649,0.877346339511,0.93315534308,1,100.0
100.0,22,1.33189872558,0.0161801693338,0.935407051024,0.971173738977,1,100.0
100.0,23,1.21555713704,0.0114898736633,0.982938406301,0.994749090901,1,100.0
125.0,0,1.70824333743,0.0146428081022,,-0.000616536372251,1,100.0
125.0,1,1.25356095799,0.0163432264486,0.979836202543,0.0692278424038,1,100.0
125.0,2,1.23826918844,0.0147501736377,0.945618872264,0.125855255527,1,100.0
125.0,3,1.07587653987,0.0142401998475,0.759668964982,0.198556639753,1,100.0
125.0,4,1.32591141383,0.0167689770446,0.789217682562,0.253705382672,1,100.0
125.0,5,1.23636623872,0.0143032118762,0.486280984343,0.322714483237,1,100.0
125.0,6,1.3159737998,0.0166497644173,0.337093126358,0.362866105724,1,100.0
125.0,7,1.34997332544,0.0139281999927,0.305492899012,0.390559000603,1,100.0
125.0,8,1.17092223893,0.0132790511392,0.341418232024,0.464631638595,1,100.0
125.0,9,1.36414974348,0.0134795662699,0.332728330707,0.499723578989,1,100.0
125.0,10,1.42192416361,0.0129429014803,0.415888761335,0.555756488841,1,100.0
125.0,11,1.49014995947,0.0160645406611,0.436421746242,0.606773802755,1,100.0
125.0,12,1.61338344027,0.012689752987,0.464472798318,0.630220047715,1,100.0
125.0,13,1.60184831594,0.0145786753308,0.536244786431,0.691046385802,1,100.0
125.0,14,1.31399242455,0.0142821849175,0.591579955878,0.713936131873,1,100.0
125.0,15,1.47071554661,0.015541424486,0.597781653524,0.767185343154,1,100.0
125.0,16,1.32790511392,0.0178511943011,0.654380659113,0.79771659422,1,100.0
125.0,17,1.37638469502,0.0153849990425,0.719308291512,0.822959445815,1,100.0
125.0,18,1.37843144293,0.0160414981218,0.754893866581,0.868081763699,1,100.0
125.0,19,1.54295623423,0.0146428081022,0.798249430451,0.876548325035,1,100.0
125.0,20,1.33189872558,0.0145360386629,0.832901174191,0.91072145222,1,100.0
125.0,21,1.48148818649,0.0148148818649,0.8876110881,0.93315534308,1,100.0
125.0,22,1.50978278127,0.0161801693338,0.938847214589,0.971173738977,1,100.0
125.0,23,1.5880968822,0.0114898736633,0.987277929571,0.994749090901,1,100.0
150.0,0,0.012037596483,0.0146428081022,,-0.000616536372251,1,100.0
150.0,1,1.30608727508,0.0163432264486,0.97166639871,0.0692278424038,1,100.0
150.0,2,1.28256494951,0.0147501736377,0.969752895797,0.125855255527,1,100.0
